Respondent ID,Collector ID,Start Date,End Date,Custom Data 1,Are you currently employed?,What is the size of your current employer?,"Do you own and use a smartphone, such as Apple iPhone, Samsung Galaxie, Google phone, etc?","Overall, I am satisfied working in the organization I'm in.",This organization is a better place to work than other organizations that I've had experience with,Functions of my job that once engaged me no longer do so,I am satisfied on the professional path I am on,I perceive co-workers to be more fulfilled in their jobs than I am.,I feel depressed while at work,"If you identify as strongly agree or agree to question 9, is your depression due to factors in your personal life, professional life, or both.",I am likely to search for new opportunities of employement,"If Strongly Agree or Agree to the question above, what is your general timeline when thinking about your job search?",My time at work brings me personal satisfaction,I go above and beyond what is expected of me at work,I utilize my time at work efficiently,At times I feel fatigued and drowsy at work,"If you answered always, sometimes, or rarely to the question above, would you attribute your fatigue to any or all of the following:",At times I feel lonely,"If you answered always, sometimes, or rarely to the question above, please think about your experience with social media and click all that apply: ",X29,X30,X31,X32,X33,I find it difficult to concentrate on tasks for sustained amounts of time,I complete my tasks on time,"Compared to my peers, I feel I am less efficient at work",I receive positive feedback on the quality of my work,I feel motivated to do my job to the best of my ability,I think others have a better life than me,I feel I have depressive tendencies,"I suffer from poor sleep - either too much, too little, or irregular sleeping patterns","On a scale of 1 - 5, please rate your level of stress","If High Stress or Extremely High Stress, select all of the following symptoms that you experience",X44,X45,X46,X47,X48,X49,X50,X51,X52,I feel lonely,"On average, how many cumulative hours per day do you spend on your mobile device?",Social Media usage makes me feel less lonely,"People check their phones multiple times a day. During your 8 hour workday, please estimate the total time spent on your mobile device on tasks unrelated to work?","Apart from sleep, please estimate in total the number of hours you consciously choose NOT to use your smartphone. For example, personal care time, exercise, prayer/meditation, at work, cooking/eating, etc",I feel a constant need to check my smartphone,I want to limit my smartphone usage,"In general, how much do you feel your smartphone is a distraction while you are trying to concentrate?",My day-to-day smartphone usage enhances the quality of my life,When thinking about days off work (not related to vacation or the care of others) please estimate the number of days missed due to your health and wellness issues?,What is your gender?,What is the highest level of school you have completed or the highest degree you have received?,"In what year were you born? (enter 4-digit birth year; for example, 1976)",About how long have you been in your current position?,X67,Age,Gender,Household Income,Region,Device Type,Org_satisfaction,Better_org,still_engaged,professional_path_sat,coworkers_happier,Depressed_while_at_work,searching_new_employment,personal_satisfaction,go_above,use_time_efficient,fatigued,lonely,difficult_to_concentrate,efficiency_compared_to_peers,positive_feedback,motivated,other_better_lives,depressive_tendencies,bad_sleep,social_media_makes_lonely,feel_constant_need_to_look_at_phone,is_phone_distracting,phone_better_life,phone_at_work_time,stress_level,mobile_per_day,consciously_no_phone,house_income_midpoint
10789087643,237187931,06/10/2019 08:50:52 PM,06/10/2019 08:52:12 PM,3cd3e9e712537cdb82a95a7e04,Yes,100-500,Yes,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Does not apply,Strongly disagree,Does not apply,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,4,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10789078320,237187931,06/10/2019 08:44:09 PM,06/10/2019 08:49:27 PM,ef4db8dd48d93af8c71c8aad7f,Yes,100 people or less,Yes,Agree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Work Life,Strongly agree,Actively looking,Agree,Strongly agree,Agree,Rarely,Stress,Rarely,Social media and texting help me feel more connected and less lonely,NA,Sometimes both,NA,NA,NA,Disagree,Usually,Disagree,Strongly agree,Strongly agree,Agree,Sometimes,Never,Moderate Stress,Headache,NA,NA,NA,Feelings of anxiety,NA,Changes in appetite,NA,NA,NA,Rarely,4-5 Hours,Neither agree nor disagree,3-4 Hours,1-2 Hours,Agree,Yes - I use it too much,Always,Neither agree nor disagree,1-3,Male,Some college but no degree,1983,3,4,30-44,Male,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet,4,5,2,5,3,3,5,4,5,4,2,2,2,2,5,5,4,3,1,3,4,4,3,3,2,4,1,37500
10789073164,237187931,06/10/2019 08:40:24 PM,06/10/2019 08:44:29 PM,eab963d9f66afa6cd68e08bdb4,Yes,100 people or less,Yes,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,NA,Agree,Considering within next 6 months,Neither agree nor disagree,Agree,Agree,Rarely,NA,Never,NA,NA,NA,NA,NA,NA,Disagree,Usually,Disagree,Agree,Agree,Disagree,Never,Never,Little Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never,1-2 Hours,Disagree,0-1 Hour,5 + Hours,Disagree,"Actually, I need to learn to use it more",Never,Neither agree nor disagree,1-3,Female,Graduate degree,1978,3,2,30-44,Male,"$175,000-$199,999",South Atlantic,Windows Desktop / Laptop,4,3,4,4,3,2,4,3,4,4,2,1,2,2,4,4,2,1,1,2,2,1,3,0,1,1,5,187500
10789069407,237187931,06/10/2019 08:37:34 PM,06/10/2019 08:46:10 PM,5d526059a33f8e474c2369a7d6,Yes,100 people or less,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Does not apply,Disagree,Does not apply,Strongly agree,Strongly agree,Strongly agree,Never,Sleep,Never,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Strongly disagree,Always,Disagree,Strongly agree,Strongly agree,Disagree,Never,Rarely,Moderate Stress,NA,NA,NA,NA,NA,Stomache Issues,NA,NA,NA,NA,Never,1-2 Hours,Strongly disagree,0-1 Hour,0-1 Hour,Disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Strongly agree,0,Male,Bachelor degree,1959,40,NA,45-60,Male,"$150,000-$174,999",West South Central,iOS Phone / Tablet,5,5,5,5,2,2,2,5,5,5,1,1,1,2,5,5,2,1,2,1,2,1,5,0,2,1,0,162500
10789059619,237187931,06/10/2019 08:30:30 PM,06/10/2019 08:47:36 PM,1d5219e9c61796e82a0a353ee2,Yes,5000 +,Yes,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Does not apply,Disagree,Does not apply,Agree,Agree,Agree,Sometimes,Sleep,Never,NA,NA,NA,Never,NA,NA,Disagree,Usually,Disagree,Agree,Strongly agree,Disagree,Never,Sometimes,Little Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Never,0-1 Hour,Disagree,0-1 Hour,5 + Hours,Disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Disagree,0,Male,Graduate degree,1954,5,NA,> 60,Male,"$200,000+",Pacific,MacOS Desktop / Laptop,4,4,2,4,2,1,2,4,4,4,3,1,2,2,4,5,2,1,3,2,2,1,2,0,1,0,5,200000
10789056422,237187931,06/10/2019 08:28:12 PM,06/10/2019 08:34:08 PM,921ed1e94bf4b41d227f60fbed,Yes,100-500,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Does not apply,Agree,Actively looking,Neither agree nor disagree,Agree,Agree,Sometimes,Stress,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Agree,Sometimes,Neither agree nor disagree,Agree,Agree,Agree,Rarely,Sometimes,High Stress,NA,NA,NA,NA,Feelings of anxiety,NA,NA,NA,NA,NA,Rarely,3-4 Hours,Disagree,0-1 Hour,2-3 Hours,Disagree,Yes - I use it too much,Sometimes,Strongly disagree,0,Male,Some college but no degree,1995,4,3,18-29,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet,3,3,3,2,3,3,4,3,4,4,3,2,4,3,4,4,4,2,3,2,2,3,1,0,3,3,2,37500
10789052735,237187931,06/10/2019 08:25:19 PM,06/10/2019 08:33:27 PM,92811cac79ce6bdb4dad37b155,Yes,5000 +,Yes,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Unsure,Agree,Considering 6 months or beyond,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Sleep,Rarely,NA,NA,Sometimes both,NA,NA,NA,Agree,Sometimes,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Sometimes,Sometimes,High Stress,NA,NA,NA,NA,Feelings of anxiety,NA,NA,Lack of focus,NA,NA,Rarely,1-2 Hours,Disagree,0-1 Hour,1-2 Hours,Neither agree nor disagree,Yes - I use it too much,Sometimes,Disagree,0,Male,Associate degree,1974,12,4,45-60,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet,3,4,3,2,4,3,4,3,3,3,3,2,4,4,3,3,4,3,3,2,3,3,2,0,3,1,1,37500
10789051539,237187931,06/10/2019 08:24:50 PM,06/10/2019 08:28:30 PM,b9230101e3936874c25d11ffd2,Yes,100-500,Yes,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Both,Neither agree nor disagree,NA,Agree,Agree,Agree,Rarely,Stress,Always,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Agree,Usually,Disagree,Agree,Agree,Strongly agree,Always,Always,Extremely High Stress,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,Always,3-4 Hours,Disagree,0-1 Hour,2-3 Hours,Agree,Yes - I use it too much,Sometimes,Disagree,0,Male,"High school degree or equivalent (e.g., GED)",1976,3,NA,30-44,Male,"$50,000-$74,999",Pacific,iOS Phone / Tablet,4,4,2,2,3,4,3,4,4,4,2,4,4,2,4,4,5,4,4,2,4,3,2,0,4,3,2,62500
10789044480,237187931,06/10/2019 08:19:31 PM,06/10/2019 08:24:27 PM,be2bebc01d5e544846dd269571,Yes,5000 +,Yes,Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly disagree,Does not apply,Neither agree nor disagree,Does not apply,Strongly agree,Strongly agree,Strongly agree,Sometimes,Sleep,Never,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Strongly disagree,Always,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Rarely,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Never,1-2 Hours,Neither agree nor disagree,0-1 Hour,5 + Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Neither agree nor disagree,3-5,Male,Graduate degree,1960,10,2,45-60,Male,"$75,000-$99,999",South Atlantic,Android Phone / Tablet,4,4,4,4,3,1,3,5,5,5,3,1,1,1,5,5,3,2,3,3,3,1,3,0,2,1,5,87500
10789034832,237187931,06/10/2019 08:12:45 PM,06/10/2019 08:17:09 PM,ee00025996b4f2f6d54097262c,Yes,5000 +,Yes,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Both,Neither agree nor disagree,Does not apply,Strongly disagree,Disagree,Strongly disagree,Sometimes,Lack of exercise,Sometimes,NA,Social media and texting make me feel as if I am disconnected from others around me resulting in a feeling of loneliness.,NA,NA,NA,NA,Agree,Rarely,Agree,Neither agree nor disagree,Strongly disagree,Agree,Sometimes,Sometimes,High Stress,NA,NA,Backache,Loss of sleep,Feelings of anxiety,Stomache Issues,NA,Lack of focus,NA,NA,Sometimes,3-4 Hours,Neither agree nor disagree,3-4 Hours,3-4 Hours,Agree,Yes - I use it too much,Sometimes,Disagree,1-3,Male,Graduate degree,1960,10,0,45-60,Male,"$200,000+",Middle Atlantic,iOS Phone / Tablet,1,1,5,1,2,5,3,1,2,1,3,3,4,4,3,1,4,3,3,3,4,3,2,3,3,3,3,200000
10789029298,237187931,06/10/2019 08:08:34 PM,06/10/2019 08:19:23 PM,96db327b415ce6b989a1047a3d,Yes,500-1000,Yes,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Both,Strongly agree,Actively looking,Neither agree nor disagree,Agree,Agree,Always,Stress,Sometimes,NA,Social media and texting make me feel as if I am disconnected from others around me resulting in a feeling of loneliness.,NA,NA,NA,NA,Disagree,Usually,Disagree,Agree,Agree,Agree,Always,Always,High Stress,Headache,NA,NA,Loss of sleep,NA,NA,NA,NA,Other,NA,Sometimes,2-3 Hours,Neither agree nor disagree,0-1 Hour,0-1 Hour,Agree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Neither agree nor disagree,1-3,Male,Bachelor degree,1977,2,3,30-44,Male,"$200,000+",East North Central,Android Phone / Tablet,3,3,2,2,4,4,5,3,4,4,4,3,2,2,4,4,4,4,4,3,4,3,3,0,3,2,0,200000
10789016663,237187931,06/10/2019 07:59:40 PM,06/10/2019 08:04:31 PM,e0a3bca236fe6e1c93efbfe853,Yes,1000-5000,Yes,Strongly disagree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Does not apply,Strongly agree,Actively looking,Neither agree nor disagree,Strongly agree,Strongly agree,Never,NA,Rarely,NA,NA,NA,Never,NA,NA,Strongly disagree,Always,Strongly disagree,Agree,Agree,Neither agree nor disagree,Never,Never,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never,2-3 Hours,Neither agree nor disagree,0-1 Hour,3-4 Hours,Disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Neither agree nor disagree,0,Male,Bachelor degree,1963,6,5,45-60,Male,"$125,000-$149,999",South Atlantic,Windows Desktop / Laptop,1,1,4,4,3,3,5,3,5,5,1,1,1,1,4,4,3,1,1,3,2,1,3,0,2,2,3,137500
10789011215,237187931,06/10/2019 07:56:04 PM,06/10/2019 07:59:15 PM,2575adb794ae5ab7249c8413e9,Yes,5000 +,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Does not apply,Strongly disagree,Does not apply,Strongly agree,Strongly agree,Strongly agree,Rarely,Sleep,Never,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Strongly disagree,Usually,Strongly disagree,Agree,Strongly agree,Disagree,Never,Sometimes,Little Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Never,4-5 Hours,Neither agree nor disagree,3-4 Hours,5 + Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Agree,0,Male,Some college but no degree,1987,5,7,30-44,Male,"$50,000-$74,999",East North Central,iOS Phone / Tablet,5,5,5,5,1,1,1,5,5,5,2,1,1,1,4,5,2,1,3,3,3,3,4,3,1,4,5,62500
10789004724,237187931,06/10/2019 07:51:48 PM,06/10/2019 07:52:20 PM,2e2a04a456fb962e60c9db999f,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-44,Male,"$50,000-$74,999",Middle Atlantic,Windows Desktop / Laptop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62500
10789004438,237187931,06/10/2019 07:51:35 PM,06/10/2019 07:56:04 PM,935f76d1fa4f4f592e34abb94f,Yes,5000 +,Yes,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Both,Strongly agree,Actively looking,Agree,Agree,Agree,Rarely,Stress,Sometimes,NA,Social media and texting make me feel as if I am disconnected from others around me resulting in a feeling of loneliness.,NA,NA,NA,NA,Disagree,Usually,Strongly disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Always,Sometimes,Moderate Stress,NA,NA,NA,Loss of sleep,Feelings of anxiety,NA,NA,Lack of focus,NA,NA,Sometimes,0-1 Hour,Strongly disagree,0-1 Hour,5 + Hours,Strongly disagree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Disagree,1-3,Male,Bachelor degree,1966,24,3,45-60,Male,"$100,000-$124,999",Middle Atlantic,Windows Desktop / Laptop,2,2,4,2,3,4,5,4,4,4,2,3,2,1,3,4,3,4,3,1,1,3,2,0,2,0,5,112500
10788993947,237187931,06/10/2019 07:44:22 PM,06/10/2019 07:56:12 PM,160252b8d8c32f5ef923256fcc,Yes,5000 +,Yes,Agree,NA,Disagree,Agree,Disagree,Neither agree nor disagree,Does not apply,Disagree,Does not apply,Agree,Neither agree nor disagree,Agree,Sometimes,Health,Always,NA,NA,Sometimes both,NA,NA,NA,Neither agree nor disagree,Usually,Disagree,Agree,Agree,Neither agree nor disagree,Sometimes,Sometimes,High Stress,Headache,Nausea,Backache,Loss of sleep,Feelings of anxiety,Stomache Issues,Changes in appetite,Lack of focus,NA,NA,Always,1-2 Hours,Agree,0-1 Hour,5 + Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Agree,12 +,Male,Some college but no degree,1995,3,2,18-29,Male,"$10,000-$24,999",East North Central,Windows Desktop / Laptop,4,NA,2,4,2,3,2,4,3,4,3,4,3,2,4,4,3,3,3,4,3,3,4,0,3,1,5,17500
10788992143,237187931,06/10/2019 07:43:08 PM,06/10/2019 07:43:19 PM,8af35a958227dcd644f9142920,Yes,5000 +,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10788992100,237187931,06/10/2019 07:43:05 PM,06/10/2019 07:46:43 PM,94123989400d120c50798fe15e,Yes,100 people or less,Yes,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Both,Agree,Considering within next 6 months,NA,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Stress,Sometimes,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Agree,Usually,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Sometimes,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,4-5 Hours,Agree,3-4 Hours,2-3 Hours,Agree,Yes - I use it too much,Sometimes,Disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,2,4,4,NA,3,3,3,3,4,4,3,2,3,3,3,4,4,3,2,3,2,4,2,NA
10788991417,237187931,06/10/2019 07:42:38 PM,06/10/2019 07:46:24 PM,c07f318814ff242cc99c26af76,Yes,100 people or less,Yes,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Does not apply,Strongly disagree,Does not apply,Strongly agree,Strongly agree,Strongly agree,Sometimes,Sleep,Sometimes,NA,Social media and texting make me feel as if I am disconnected from others around me resulting in a feeling of loneliness.,NA,NA,NA,NA,Disagree,Usually,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Sometimes,Sometimes,Extremely High Stress,NA,NA,NA,Loss of sleep,Feelings of anxiety,NA,Changes in appetite,NA,NA,NA,Sometimes,1-2 Hours,Disagree,0-1 Hour,5 + Hours,Strongly disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Strongly agree,1-3,Male,Graduate degree,1983,4,2,30-44,Male,"$175,000-$199,999",Middle Atlantic,iOS Phone / Tablet,5,5,2,5,1,1,1,5,5,5,3,3,2,1,5,5,3,3,3,2,1,1,5,0,4,1,5,187500
10788985410,237187931,06/10/2019 07:38:16 PM,06/10/2019 07:43:23 PM,335277d0aea96e4c0c6896df8c,Yes,100 people or less,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Does not apply,Strongly disagree,Does not apply,Strongly agree,Agree,Agree,Sometimes,Sleep,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Neither agree nor disagree,Usually,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Always,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,4-5 Hours,Neither agree nor disagree,0-1 Hour,0-1 Hour,Neither agree nor disagree,Yes - I use it too much,Sometimes,Neither agree nor disagree,0,Female,Bachelor degree,1990,5,NA,18-29,Female,"$10,000-$24,999",Mountain,Android Phone / Tablet,5,5,1,5,2,1,1,5,4,4,3,3,3,3,4,4,3,4,3,3,3,3,3,0,2,4,0,17500
10788984856,237187931,06/10/2019 07:37:46 PM,06/10/2019 07:38:06 PM,44f565dcefdef3e4f861dc4486,Yes,100 people or less,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10788983332,237187931,06/10/2019 07:36:49 PM,06/10/2019 07:42:03 PM,e3d9fe6de7bfb26990e613a444,Yes,100-500,Yes,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Does not apply,Disagree,Does not apply,Agree,Strongly agree,Strongly agree,Sometimes,Lack of body movement while at work,Rarely,NA,NA,NA,Never,NA,NA,Agree,Always,Strongly disagree,Agree,Strongly agree,Agree,Rarely,Sometimes,Moderate Stress,NA,NA,NA,NA,Feelings of anxiety,NA,NA,NA,NA,NA,Rarely,1-2 Hours,Disagree,1-2 Hours,5 + Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Agree,1-3,Female,Associate degree,1978,4,0,30-44,Female,"$25,000-$49,999",West North Central,Android Phone / Tablet,4,5,4,4,2,2,2,4,5,5,3,2,4,1,4,5,4,2,3,2,3,1,4,1,2,1,5,37500
10788980008,237187931,06/10/2019 07:34:30 PM,06/10/2019 07:39:26 PM,7a08e5328dbc84f46b38305cc9,Yes,1000-5000,NA,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,Does not apply,Strongly disagree,Does not apply,Agree,Strongly agree,Agree,Never,NA,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Strongly disagree,Always,Strongly disagree,Strongly agree,Strongly agree,Disagree,Never,Never,Little Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never,2-3 Hours,Disagree,0-1 Hour,3-4 Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Neither agree nor disagree,1-3,Female,Bachelor degree,1969,8,6,45-60,Female,"$150,000-$174,999",West South Central,iOS Phone / Tablet,4,4,3,4,2,1,1,4,5,4,1,1,1,1,5,5,2,1,1,2,3,3,3,0,1,2,3,162500
10788978116,237187931,06/10/2019 07:33:10 PM,06/10/2019 07:34:53 PM,7386864c1595b9703d90b3575b,Yes,500-1000,Yes,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Does not apply,Agree,Do not know,Agree,Agree,Neither agree nor disagree,Never,Stress,NA,NA,NA,Sometimes both,NA,NA,NA,Neither agree nor disagree,Rarely,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Rarely,Rarely,Unsure / Do Not Know,NA,NA,NA,Loss of sleep,NA,NA,NA,NA,NA,NA,Rarely,2-3 Hours,Agree,3-4 Hours,1-2 Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Strongly agree,1-3,Male,Bachelor degree,1967,19,NA,45-60,Male,"$50,000-$74,999",Pacific,Android Phone / Tablet,4,4,2,3,3,5,4,4,4,3,1,2,3,4,2,3,3,2,2,4,3,1,5,3,NA,2,1,62500
10788978090,237187931,06/10/2019 07:33:07 PM,06/10/2019 07:37:03 PM,b20a94aede7d1c5abc7a304c44,Yes,5000 +,Yes,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Neither agree nor disagree,Does not apply,Neither agree nor disagree,Does not apply,Neither agree nor disagree,Neither agree nor disagree,Agree,Never,Unsure / Do not know,Sometimes,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Neither agree nor disagree,Always,Neither agree nor disagree,Agree,Strongly agree,Disagree,Sometimes,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Sometimes,2-3 Hours,Agree,1-2 Hours,0-1 Hour,Agree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Agree,1-3,Male,Graduate degree,1980,0,5,30-44,Male,"$75,000-$99,999",Mountain,iOS Phone / Tablet,3,3,2,4,5,3,3,3,3,4,1,3,3,3,4,5,2,3,3,4,4,3,4,1,2,2,0,87500
10788977845,237187931,06/10/2019 07:32:44 PM,06/10/2019 07:44:32 PM,8e51a754879ad3a88cd75bd2a7,Yes,100 people or less,Yes,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Personal Life,Agree,Actively looking,Agree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Unsure / Do not know,Sometimes,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Agree,Usually,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,NA,Sometimes,Unsure / Do Not Know,Headache,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,0-1 Hour,Neither agree nor disagree,0-1 Hour,1-2 Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Neither agree nor disagree,1-3,Male,"High school degree or equivalent (e.g., GED)",1989,18,4,30-44,Male,Prefer not to answer,New England,iOS Phone / Tablet,3,4,4,3,4,3,4,4,3,3,3,3,4,4,4,3,3,NA,3,3,3,3,3,0,NA,0,1,NA
10788973110,237187931,06/10/2019 07:29:12 PM,06/10/2019 07:33:44 PM,89ac41d720be11d517d0ccc56b,Yes,1000-5000,Yes,Strongly agree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Does not apply,Neither agree nor disagree,Does not apply,Agree,Agree,Neither agree nor disagree,Never,Unsure / Do not know,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Disagree,Usually,Disagree,Agree,Agree,Disagree,Never,Never,Little Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Never,2-3 Hours,Disagree,0-1 Hour,4-5 Hours,Disagree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Neither agree nor disagree,0,Male,Some college but no degree,1966,0,10,45-60,Male,"$100,000-$124,999",West South Central,Windows Desktop / Laptop,5,4,2,4,3,2,3,4,4,3,1,1,2,2,4,4,2,1,1,2,2,3,3,0,1,2,4,112500
10788972845,237187931,06/10/2019 07:29:23 PM,06/10/2019 07:29:38 PM,fb5926a3bad9ce3a56d94c1708,Yes,500-1000,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
